Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A2_061_Line_Y_1km,MOD13A2_061_Sample_X_1km,MOD13A2_061__1_km_16_days_NDVI,MOD13A2_061__1_km_16_days_VI_Quality,MOD13A2_061__1_km_16_days_VI_Quality_bitmask,MOD13A2_061__1_km_16_days_VI_Quality_MODLAND,MOD13A2_061__1_km_16_days_VI_Quality_MODLAND_Description,MOD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness,MOD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness_Description,MOD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity,MOD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds,MOD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask,MOD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice,MOD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A2_061__1_km_16_days_VI_Quality_Possible_shadow,MOD13A2_061__1_km_16_days_VI_Quality_Possible_shadow_Description
China,15,44.5,125.5,2012-01-17,h26v04,659.0,1141.0,0.1985,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-02-02,h26v04,659.0,1141.0,0.2012,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-02-18,h26v04,659.0,1141.0,0.1962,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-03-05,h26v04,659.0,1141.0,0.0125,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2012-03-21,h26v04,659.0,1141.0,0.1931,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-04-06,h26v04,659.0,1141.0,0.2028,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-04-22,h26v04,659.0,1141.0,0.2325,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-05-08,h26v04,659.0,1141.0,0.2187,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-05-24,h26v04,659.0,1141.0,0.2721,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-06-09,h26v04,659.0,1141.0,0.5069,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-06-25,h26v04,659.0,1141.0,0.768,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-07-11,h26v04,659.0,1141.0,0.8667,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-07-27,h26v04,659.0,1141.0,0.8729,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-08-12,h26v04,659.0,1141.0,0.8465,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-08-28,h26v04,659.0,1141.0,0.7987,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-09-13,h26v04,659.0,1141.0,0.5064,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-09-29,h26v04,659.0,1141.0,0.3643,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-10-15,h26v04,659.0,1141.0,0.2729,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-10-31,h26v04,659.0,1141.0,0.2386,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2012-11-16,h26v04,659.0,1141.0,0.005,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2012-12-02,h26v04,659.0,1141.0,0.0045,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2012-12-18,h26v04,659.0,1141.0,0.0007,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-01-01,h26v04,659.0,1141.0,-0.005,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-01-17,h26v04,659.0,1141.0,0.0029,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-02-02,h26v04,659.0,1141.0,0.0053,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-02-18,h26v04,659.0,1141.0,-0.003,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-03-06,h26v04,659.0,1141.0,0.0091,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-03-22,h26v04,659.0,1141.0,0.1459,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-04-07,h26v04,659.0,1141.0,0.2165,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-04-23,h26v04,659.0,1141.0,0.2325,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-05-09,h26v04,659.0,1141.0,0.2503,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-05-25,h26v04,659.0,1141.0,0.268,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-06-10,h26v04,659.0,1141.0,0.5065,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-06-26,h26v04,659.0,1141.0,0.8618,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-07-12,h26v04,659.0,1141.0,0.8829,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-07-28,h26v04,659.0,1141.0,0.8818,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-08-13,h26v04,659.0,1141.0,0.8417,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-08-29,h26v04,659.0,1141.0,0.807,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-09-14,h26v04,659.0,1141.0,0.606,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-09-30,h26v04,659.0,1141.0,0.3862,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-10-16,h26v04,659.0,1141.0,0.2578,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-11-01,h26v04,659.0,1141.0,0.2244,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2013-11-17,h26v04,659.0,1141.0,-0.0071,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-12-03,h26v04,659.0,1141.0,-0.0078,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2013-12-19,h26v04,659.0,1141.0,0.0011,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2014-01-01,h26v04,659.0,1141.0,0.0023,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2014-01-17,h26v04,659.0,1141.0,-0.0008,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2014-02-02,h26v04,659.0,1141.0,0.0261,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2014-02-18,h26v04,659.0,1141.0,0.1745,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-03-06,h26v04,659.0,1141.0,0.2038,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-03-22,h26v04,659.0,1141.0,0.2048,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-04-07,h26v04,659.0,1141.0,0.2233,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-04-23,h26v04,659.0,1141.0,0.2152,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-05-09,h26v04,659.0,1141.0,0.2291,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-05-25,h26v04,659.0,1141.0,0.2277,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-06-10,h26v04,659.0,1141.0,0.3787,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-06-26,h26v04,659.0,1141.0,0.8532,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-07-12,h26v04,659.0,1141.0,0.8445,2253.0,0b0000100011001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-07-28,h26v04,659.0,1141.0,0.8467,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-08-13,h26v04,659.0,1141.0,0.8553,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-08-29,h26v04,659.0,1141.0,0.8114,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-09-14,h26v04,659.0,1141.0,0.6755,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-09-30,h26v04,659.0,1141.0,0.3599,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-10-16,h26v04,659.0,1141.0,0.2603,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-11-01,h26v04,659.0,1141.0,0.2453,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-11-17,h26v04,659.0,1141.0,0.229,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2014-12-03,h26v04,659.0,1141.0,0.0085,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2014-12-19,h26v04,659.0,1141.0,0.0125,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2015-01-01,h26v04,659.0,1141.0,0.0082,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2015-01-17,h26v04,659.0,1141.0,0.0189,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2015-02-02,h26v04,659.0,1141.0,0.0307,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2015-02-18,h26v04,659.0,1141.0,0.0136,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2015-03-06,h26v04,659.0,1141.0,0.2165,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-03-22,h26v04,659.0,1141.0,0.2016,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-04-07,h26v04,659.0,1141.0,0.2235,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-04-23,h26v04,659.0,1141.0,0.2065,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-05-09,h26v04,659.0,1141.0,0.2292,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-05-25,h26v04,659.0,1141.0,0.2346,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-06-10,h26v04,659.0,1141.0,0.3561,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-06-26,h26v04,659.0,1141.0,0.8096,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-07-12,h26v04,659.0,1141.0,0.8349,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-07-28,h26v04,659.0,1141.0,0.8222,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-08-13,h26v04,659.0,1141.0,0.7773,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-08-29,h26v04,659.0,1141.0,0.7733,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-09-14,h26v04,659.0,1141.0,0.6669,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-09-30,h26v04,659.0,1141.0,0.5252,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-10-16,h26v04,659.0,1141.0,0.2522,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-11-01,h26v04,659.0,1141.0,0.239,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-11-17,h26v04,659.0,1141.0,0.1649,3294.0,0b0000110011011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2015-12-03,h26v04,659.0,1141.0,0.0229,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2015-12-19,h26v04,659.0,1141.0,0.0152,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2016-01-01,h26v04,659.0,1141.0,0.0075,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2016-01-17,h26v04,659.0,1141.0,0.0107,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
China,15,44.5,125.5,2016-02-02,h26v04,659.0,1141.0,0.1946,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2016-02-18,h26v04,659.0,1141.0,0.2024,3150.0,0b0000110001001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b01,Low,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2016-03-05,h26v04,659.0,1141.0,0.2125,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2016-03-21,h26v04,659.0,1141.0,0.2248,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2016-04-06,h26v04,659.0,1141.0,0.2165,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
China,15,44.5,125.5,2016-04-22,h26v04,659.0,1141.0,0.214,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
